,,min,max,mean,std,median,majority,minority,variace
Jan,AC,0.0,80.54000091552734,0.2349687781536371,1.0961658631427285,0.1899999976158142,0.0,2.190000057220459,1.2015795995194427
Jan,MA,0.0,104.80000305175781,0.26214883509006104,1.5260772997864722,0.15000000596046448,0.12999999523162842,5.809999942779541,2.3289119249235704
Jan,MG,0.0,305.80999755859375,0.5005051161966272,2.3095703809810506,0.25,0.2199999988079071,19.25,5.334115344704956
Jan,MS,0.0,3084.02001953125,0.25522302756389903,5.521721038661357,0.2199999988079071,0.0,3.200000047683716,30.489403228795457
Jan,MT,0.0,194.55999755859375,0.2355113589988972,1.0005416590728249,0.20000000298023224,0.0,6.21999979019165,1.001083611540201
Jan,PA,0.0,352.5799865722656,0.18057718964158057,0.977882682525529,0.14000000059604645,0.0,6.349999904632568,0.9562545407833246
Jan,PB,0.0,96.45999908447266,0.7722897649193357,3.1252853741865403,0.2800000011920929,0.1899999976158142,6.079999923706055,9.767408670104304
Jan,PE,0.0,140.17999267578125,0.7705500401279494,3.915365349273845,0.20999999344348907,0.1599999964237213,7.039999961853027,15.330085818294297
Jan,PI,0.0,107.01000213623047,0.2180832938679268,1.0597763676360596,0.15000000596046448,0.15000000596046448,4.639999866485596,1.1231259493998804
Jan,PR,0.0,371.6499938964844,0.45788970437319265,3.0710804623579517,0.17000000178813934,0.0,7.25,9.431535206276731
Jan,RJ,0.0,1521.43994140625,3.0280416326227324,12.691644337226608,0.46000000834465027,0.3199999928474426,0.07000000029802322,161.07783598265624
Jan,AL,0.0,1489.1500244140625,1.2285422811778504,6.287280288869726,0.3799999952316284,0.2800000011920929,5.059999942779541,39.529893430809786
Jan,RN,0.0,437.6600036621094,0.6153742554564112,3.042162806307086,0.20999999344348907,0.17000000178813934,4.079999923706055,9.254754540078205
Jan,RO,0.0,82.83000183105469,0.22954945979179697,1.2206219921525974,0.17000000178813934,0.0,2.3299999237060547,1.4899180477265752
Jan,RR,0.0,261.75,0.1610328882728045,1.1736332491526733,0.11999999731779099,0.10999999940395355,2.680000066757202,1.3774150035166608
Jan,RS,0.029999999329447746,190.6300048828125,0.6272139023152918,2.818624703650625,0.2800000011920929,0.25999999046325684,0.029999999329447746,7.9446452200295745
Jan,SC,0.0,282.75,0.9813566665677971,4.115169021227124,0.3100000023841858,0.25999999046325684,8.9399995803833,16.934616073267406
Jan,SE,0.07000000029802322,135.30999755859375,1.604623233814602,5.845838203813441,0.4699999988079071,0.30000001192092896,0.07000000029802322,34.17382430516476
Jan,SP,0.0,405.8500061035156,1.2433951473446563,5.898686589481537,0.2800000011920929,0.0,17.420000076293945,34.79450348092933
Jan,TO,0.0,96.83999633789062,0.21168185530603734,0.8728091139406638,0.17000000178813934,0.17000000178813934,3.4600000381469727,0.7617957493778867
Jan,AM,0.0,189.97999572753906,0.15207151754985695,0.6576968282121742,0.11999999731779099,0.0,3.359999895095825,0.4325651178403543
Jan,AP,0.0,67.44999694824219,0.1327636519364993,0.9012966231843461,0.10000000149011612,0.10000000149011612,1.409999966621399,0.8123356029635053
Jan,BA,0.0,245.77000427246094,0.39913358950811956,2.1135702075872564,0.20999999344348907,0.1899999976158142,13.34000015258789,4.467179022400439
Jan,CE,0.0,154.80999755859375,0.5123151033139238,2.846820176440062,0.18000000715255737,0.14000000059604645,5.789999961853027,8.104385116986224
Jan,DF,0.12999999523162842,219.19000244140625,8.512484281846914,20.65316992379105,1.0299999713897705,0.4099999964237213,0.12999999523162842,426.55342790098723
Jan,ES,0.07999999821186066,164.5,1.14913126613141,4.935400231345247,0.33000001311302185,0.27000001072883606,7.440000057220459,24.35817544356272
Jan,GO,0.0,116.83999633789062,0.4327883685419838,2.230851950151018,0.23000000417232513,0.2199999988079071,10.8100004196167,4.976700423492599
Fev,AC,0.0,89.98999786376953,0.19721102916594305,0.70191458326675,0.18000000715255737,0.0,2.240000009536743,0.4926840822025354
Fev,MA,0.0,166.6300048828125,0.2160801092559841,1.4618769759711938,0.12999999523162842,0.0,3.9000000953674316,2.1370842928746825
Fev,MG,0.0,204.4600067138672,0.5311088718581101,2.071635606583772,0.30000001192092896,0.25,15.6899995803833,4.291674086465714
Fev,MS,0.0,214.25999450683594,0.374242145621264,1.56333267652033,0.2800000011920929,0.25999999046325684,4.260000228881836,2.4440090574762183
Fev,MT,0.0,101.58999633789062,0.17431418700092563,0.5026635263101685,0.1599999964237213,0.0,2.5899999141693115,0.25267062068257345
Fev,PA,0.0,373.45001220703125,0.17283359555720826,0.7562987984798216,0.14000000059604645,0.0,5.53000020980835,0.5719878725820219
Fev,PB,0.0,96.30999755859375,0.6545024547040486,2.7470818669046158,0.25999999046325684,0.0,4.849999904632568,7.546458783476149
Fev,PE,0.0,1752.81005859375,0.7107282362761747,6.072486576271781,0.20999999344348907,0.1599999964237213,7.28000020980835,36.87509321900098
Fev,PI,0.0,81.18000030517578,0.20961271508676177,0.8324224824332142,0.1599999964237213,0.1599999964237213,3.740000009536743,0.6929271892602746
Fev,PR,0.0,516.6900024414062,0.9020950719315356,4.032125338262649,0.36000001430511475,0.3199999928474426,15.069999694824219,16.258034743459678
Fev,RJ,0.0,2152.60009765625,2.8449023265055584,14.318908824909176,0.5299999713897705,0.3799999952316284,11.029999732971191,205.0311499360619
Fev,AL,0.0,164.16000366210938,1.1511290850190212,4.404919133927482,0.38999998569488525,0.30000001192092896,5.010000228881836,19.403312576440435
Fev,RN,0.0,298.17999267578125,0.5303167792728313,2.6162266224731394,0.1899999976158142,0.1599999964237213,5.300000190734863,6.844641740137211
Fev,RO,0.0,115.77999877929688,0.22307016709850702,1.1382553417088233,0.17000000178813934,0.0,3.440000057220459,1.29562522292867
Fev,RR,0.0,717.7000122070312,0.18419012422771208,2.587358667550197,0.10000000149011612,0.0,2.930000066757202,6.6944248745471295
Fev,RS,0.07000000029802322,412.239990234375,0.7023269426086396,3.1489579455194203,0.3199999928474426,0.28999999165534973,0.07000000029802322,9.915936142649889
Fev,SC,0.0,1164.97998046875,1.1428505507313342,4.602868396489007,0.3799999952316284,0.33000001311302185,0.019999999552965164,21.186397475397282
Fev,SE,0.019999999552965164,144.44000244140625,1.5612486272832393,5.456437583943229,0.5,0.3700000047683716,6.019999980926514,29.772711107468222
Fev,SP,0.0,3292.820068359375,1.8106863191394806,8.52711811720422,0.4399999976158142,0.36000001430511475,29.6200008392334,72.71174338475244
Fev,TO,0.0,1356.719970703125,0.20726822725026356,1.9087803436181214,0.17000000178813934,0.0,3.2699999809265137,3.6434424001829133
Fev,AM,0.0,106.5999984741211,0.13730474434966689,0.48697310411470596,0.11999999731779099,0.0,2.5199999809265137,0.23714280413111224
Fev,AP,0.0,85.27999877929688,0.13693303094086617,0.7960678665854931,0.11999999731779099,0.0,2.119999885559082,0.6337240482099785
Fev,BA,0.0,263.8399963378906,0.4062968052602486,2.0427412208964832,0.23000000417232513,0.20999999344348907,13.609999656677246,4.172791695549655
Fev,CE,0.0,143.22999572753906,0.4673881662279561,2.560777957796497,0.18000000715255737,0.1599999964237213,7.070000171661377,6.5575837491363975
Fev,DF,0.12999999523162842,290.45001220703125,7.923186794710694,20.184937476302522,0.7900000214576721,0.3400000035762787,0.12999999523162842,407.43170092224204
Fev,ES,0.05999999865889549,972.5599975585938,1.0999692149727398,5.293917698523576,0.38999998569488525,0.33000001311302185,6.53000020980835,28.02556459874116
Fev,GO,0.0,3407.889892578125,0.4418856384648227,4.584860920935668,0.27000001072883606,0.0,6.539999961853027,21.020949664323062
Mar,AC,0.0,100.08000183105469,0.2322460573445254,0.9934014994483937,0.20000000298023224,0.0,1.909999966621399,0.986846539106317
Mar,MA,0.0,139.19000244140625,0.38983760140878715,1.5276651743518144,0.2800000011920929,0.2800000011920929,7.269999980926514,2.3337608849273592
Mar,MG,0.0,385.9599914550781,0.4865907640561554,2.3788202858855745,0.23999999463558197,0.2199999988079071,18.799999237060547,5.658785952540727
Mar,MS,0.0,212.14999389648438,0.2977257101609872,1.4480885319078007,0.20999999344348907,0.20999999344348907,3.7799999713897705,2.0969603962428893
Mar,MT,0.0,123.58000183105469,0.21653637958278696,0.6516003238449259,0.20000000298023224,0.0,3.7300000190734863,0.42458298203481243
Mar,PA,0.0,275.92999267578125,0.30749200205677485,0.9266249346901599,0.2800000011920929,0.0,8.15999984741211,0.8586337695895432
Mar,PB,0.0,120.66999816894531,0.8923232271772438,3.197868437262535,0.4099999964237213,0.36000001430511475,0.019999999552965164,10.226362542039926
Mar,PE,0.0,139.94000244140625,0.8818938434646096,3.831939296302043,0.3400000035762787,0.30000001192092896,7.699999809265137,14.683758770543797
Mar,PI,0.0,94.98999786376953,0.3364187026477376,1.1508060963118865,0.25999999046325684,0.23999999463558197,4.409999847412109,1.3243546713086027
Mar,PR,0.0,1283.9100341796875,0.7804937571207156,4.728648790359818,0.23000000417232513,0.20000000298023224,12.260000228881836,22.360119382571373
Mar,RJ,0.0,2328.22998046875,3.095198539704174,12.349441407597107,0.36000001430511475,0.2199999988079071,11.170000076293945,152.508703079674
Mar,AL,0.10000000149011612,344.94000244140625,1.3796449150100047,5.654493809684909,0.4399999976158142,0.36000001430511475,0.10000000149011612,31.97330024376495
Mar,RN,0.0,152.39999389648438,0.7424698449586221,2.8047794912492185,0.3499999940395355,0.3199999928474426,0.05999999865889549,7.866787994532224
Mar,RO,0.0,112.19000244140625,0.20419361142465833,0.8404832645543664,0.1599999964237213,0.0,2.3499999046325684,0.706412117995965
Mar,RR,0.0,3143.320068359375,0.3541778682214592,5.464017209373446,0.2800000011920929,0.27000001072883606,3.299999952316284,29.855484064329175
Mar,RS,0.0,577.27001953125,0.6079990188271004,3.183816166506784,0.2199999988079071,0.1899999976158142,14.100000381469727,10.136685382109954
Mar,SC,0.0,134.63999938964844,0.9232835151605006,3.4880591430163976,0.25,0.20000000298023224,12.520000457763672,12.166556585180286
Mar,SE,0.17000000178813934,128.9199981689453,1.7429844448752725,6.217656191075528,0.550000011920929,0.4000000059604645,6.710000038146973,38.65924851041984
Mar,SP,0.0,723.8300170898438,1.841525603993301,7.691981465747423,0.3199999928474426,0.25,27.950000762939453,59.166578869401874
Mar,TO,0.0,119.13999938964844,0.2575358641957011,0.9393562766203568,0.2199999988079071,0.0,2.690000057220459,0.8823902144260602
Mar,AM,0.0,190.97999572753906,0.21517548046523638,0.6828834792136026,0.20999999344348907,0.0,3.4100000858306885,0.4663298461828748
Mar,AP,0.0,69.37999725341797,0.3780305866863226,0.8243017090952578,0.3400000035762787,0.33000001311302185,2.1600000858306885,0.679473307617363
Mar,BA,0.0,1226.8599853515625,0.4430257706487397,2.3115373718681487,0.25999999046325684,0.23999999463558197,12.640000343322754,5.343205021543109
Mar,CE,0.0,127.9800033569336,0.684891726264246,2.7095537846423956,0.3700000047683716,0.33000001311302185,0.019999999552965164,7.34168171186993
Mar,DF,0.0,136.52000427246094,6.812082008119492,15.058658396719327,1.0700000524520874,0.0,0.03999999910593033,226.76319270908547
Mar,ES,0.0,751.9500122070312,1.1028272789187241,5.640651849286319,0.3100000023841858,0.25999999046325684,5.170000076293945,31.81695328485717
Mar,GO,0.0,101.62000274658203,0.40771670528677634,2.052671422501304,0.23000000417232513,0.20999999344348907,8.850000381469727,4.213459968753526
Abr,AC,0.0,76.94999694824219,0.3683008017161059,0.7899679115428699,0.33000001311302185,0.3199999928474426,0.029999999329447746,0.6240493012674037
Abr,MA,0.0,157.3000030517578,0.5775836493578776,1.5889107426338702,0.47999998927116394,0.0,5.25,2.524637348057317
Abr,MG,0.0,1078.449951171875,0.5329914613787881,2.4664920509171986,0.28999999165534973,0.27000001072883606,17.530000686645508,6.083583037237729
Abr,MS,0.0,185.8800048828125,0.34804256367289516,1.612596667346813,0.25999999046325684,0.25,0.0,2.600468011538048
Abr,MT,0.0,998.6799926757812,0.3475110724132228,1.4603475054522488,0.28999999165534973,0.27000001072883606,6.760000228881836,2.1326148366806055
Abr,PA,0.0,664.0700073242188,0.46432872679615156,0.9990489014853964,0.44999998807907104,0.0,6.25,0.9980987075591772
Abr,PB,0.0,94.9000015258789,0.8822976541480582,2.5229217202839966,0.5,0.4300000071525574,0.009999999776482582,6.365134006680761
Abr,PE,0.12999999523162842,120.68000030517578,0.8861496139535765,3.0840748857072224,0.44999998807907104,0.4099999964237213,0.12999999523162842,9.511517900650016
Abr,PI,0.0,109.93000030517578,0.5397506364776311,1.2074658673283432,0.4300000071525574,0.38999998569488525,0.009999999776482582,1.457973820762988
Abr,PR,0.05000000074505806,763.3300170898438,0.9188095523665523,4.58281623802316,0.3100000023841858,0.2800000011920929,0.05000000074505806,21.002204671488744
Abr,RJ,0.09000000357627869,938.239990234375,3.1479850328101584,11.161874959306171,0.44999998807907104,0.33000001311302185,0.09000000357627869,124.58745260718614
Abr,AL,0.17000000178813934,131.69000244140625,1.3249393353793348,4.575180411215319,0.550000011920929,0.46000000834465027,0.17000000178813934,20.93227579516838
Abr,RN,0.0,186.82000732421875,0.8218193920174353,2.8026248652337804,0.46000000834465027,0.4300000071525574,0.1599999964237213,7.854706135226665
Abr,RO,0.0,102.5999984741211,0.44036133903708374,1.0889389177499382,0.3700000047683716,0.3499999940395355,4.429999828338623,1.185787966590407
Abr,RR,0.0,298.760009765625,0.4189996462531423,1.4570705876535002,0.4099999964237213,0.0,2.5999999046325684,2.1230546974049163
Abr,RS,0.05999999865889549,840.9500122070312,0.6455002643984129,3.3285530809296153,0.27000001072883606,0.25,0.05999999865889549,11.079265612566035
Abr,SC,0.0,251.6300048828125,1.1638889167377662,4.672824164066562,0.3100000023841858,0.27000001072883606,12.180000305175781,21.83528566828437
Abr,SE,0.1899999976158142,173.9499969482422,1.8161128042711967,5.837705407326934,0.6800000071525574,0.5199999809265137,0.1899999976158142,34.07880442273412
Abr,SP,0.0,1435.989990234375,1.9353622426328576,8.725879401087184,0.3700000047683716,0.3100000023841858,0.03999999910593033,76.14097132231763
Abr,TO,0.0,100.44999694824219,0.39441536933425464,0.8810950961746131,0.3499999940395355,0.3400000035762787,4.349999904632568,0.7763285685029508
Abr,AM,0.0,1206.2900390625,0.3614800439782095,0.7791701400015401,0.3799999952316284,0.0,2.890000104904175,0.6071061070700196
Abr,AP,0.0,453.260009765625,0.45833013405076695,1.084203367474094,0.41999998688697815,0.3799999952316284,0.009999999776482582,1.1754969420421653
Abr,BA,0.0,10098.099609375,0.5380882982613797,12.560061667630888,0.36000001430511475,0.33000001311302185,12.680000305175781,157.75514909469084
Abr,CE,0.0,283.8800048828125,0.8685385965804264,2.921618411747028,0.550000011920929,0.47999998927116394,0.05000000074505806,8.535854143859227
Abr,DF,0.18000000715255737,204.94000244140625,8.213468529881787,19.555116912571815,1.0700000524520874,0.4300000071525574,0.18000000715255737,382.4025974643522
Abr,ES,0.0,2301.969970703125,1.1405063568558436,8.050005137306707,0.38999998569488525,0.33000001311302185,0.019999999552965164,64.80258271066437
Abr,GO,0.0,123.80000305175781,0.48367757755978097,2.2885514987545714,0.28999999165534973,0.2800000011920929,9.329999923706055,5.237467962451794
Mai,AC,0.0,98.69000244140625,0.2054071162423542,1.0247509268062194,0.1599999964237213,0.1599999964237213,2.6500000953674316,1.0501144619902056
Mai,MA,0.0,138.42999267578125,0.3669962242029266,1.53589082690983,0.25,0.25,5.840000152587891,2.358960632185761
Mai,MG,0.0,7648.7099609375,0.49164537043413925,5.338326528042893,0.2199999988079071,0.20000000298023224,18.649999618530273,28.49773012000649
Mai,MS,0.0,1852.6400146484375,0.2889533564709336,2.5320910515670114,0.20000000298023224,0.1899999976158142,4.590000152587891,6.411485093425733
Mai,MT,0.0,7953.3701171875,0.24944335440445328,5.579118115105707,0.20000000298023224,0.1899999976158142,6.420000076293945,31.126558942300658
Mai,PA,0.0,107.02999877929688,0.2701209750127005,0.8620145639004003,0.23999999463558197,0.23000000417232513,6.849999904632568,0.7430691083763974
Mai,PB,0.0,98.75,0.8102888251786914,2.848171712690851,0.3700000047683716,0.30000001192092896,0.0,8.112082104972336
Mai,PE,0.0,129.08999633789062,0.7825444498273216,3.359248738158144,0.28999999165534973,0.25,0.029999999329447746,11.284552084817081
Mai,PI,0.0,87.43000030517578,0.32305842273109325,1.2340946243166244,0.23999999463558197,0.23000000417232513,5.670000076293945,1.5229895417671904
Mai,PR,0.0,603.6099853515625,0.926521652891964,4.591221936203868,0.30000001192092896,0.27000001072883606,0.029999999329447746,21.079318867479596
Mai,RJ,0.0,1160.030029296875,3.3738955935282333,12.206133185837695,0.4099999964237213,0.25999999046325684,0.0,148.98968735040827
Mai,AL,0.12999999523162842,140.2899932861328,1.2579503764540536,4.686526997005968,0.4399999976158142,0.3400000035762787,0.12999999523162842,21.963535293665778
Mai,RN,0.07999999821186066,107.62000274658203,0.6871711258798016,2.620008022217826,0.3199999928474426,0.2800000011920929,0.07999999821186066,6.864442036485766
Mai,RO,0.0,98.7699966430664,0.27961359550617976,1.423528922455814,0.20000000298023224,0.20000000298023224,3.9700000286102295,2.026434593068211
Mai,RR,0.0,108.38999938964844,0.2694550874873225,0.9609081278289231,0.25,0.0,1.9199999570846558,0.9233444301276861
Mai,RS,0.0,683.9299926757812,0.665872869561813,3.051490015540826,0.30000001192092896,0.27000001072883606,0.009999999776482582,9.311591314945352
Mai,SC,0.0,947.97998046875,1.2061705041902044,4.923828157595958,0.3499999940395355,0.30000001192092896,0.009999999776482582,24.244083725534804
Mai,SE,0.1599999964237213,132.00999450683594,1.6133556280694128,5.599624668365559,0.5400000214576721,0.3799999952316284,6.349999904632568,31.35579642656809
Mai,SP,0.009999999776482582,860.1300048828125,1.9538996965366315,8.197008629309444,0.3400000035762787,0.27000001072883606,0.009999999776482582,67.19095046897348
Mai,TO,0.0,104.91000366210938,0.279940571506105,0.950212250360874,0.23000000417232513,0.2199999988079071,4.329999923706055,0.9029033207358763
Mai,AM,0.0,110.68000030517578,0.19658471646368358,0.6902328309304305,0.18000000715255737,0.0,4.119999885559082,0.47642136089423637
Mai,AP,0.0,69.36000061035156,0.289141483467252,0.8395939375349638,0.25999999046325684,0.25,2.140000104904175,0.7049179799454647
Mai,BA,0.0,380.94000244140625,0.41914078470700705,2.062529512542382,0.23000000417232513,0.2199999988079071,12.3100004196167,4.254027990108315
Mai,CE,0.0,248.47999572753906,0.6112582603779029,2.815875700295586,0.28999999165534973,0.25999999046325684,6.119999885559082,7.929155959515158
Mai,DF,0.15000000596046448,230.0500030517578,8.684524149011157,21.838604051781527,0.8199999928474426,0.3100000023841858,3.9800000190734863,476.92462693048856
Mai,ES,0.0,4814.52001953125,1.1538080275074307,13.827455392126046,0.3100000023841858,0.25,0.019999999552965164,191.19852262123564
Mai,GO,0.0,455.5400085449219,0.43401169356633557,2.5487868374379006,0.20999999344348907,0.20000000298023224,9.890000343322754,6.496314342696695
Jun,AC,0.0,99.04000091552734,0.14494089117007128,1.0741247415431732,0.10000000149011612,0.10000000149011612,2.109999895095825,1.1537439603951885
Jun,MA,0.0,121.83000183105469,0.26817571876231505,1.6415353019900651,0.15000000596046448,0.12999999523162842,7.019999980926514,2.6946381476796146
Jun,MG,0.0,538.5,0.40092518998434523,2.4916289209054523,0.14000000059604645,0.10999999940395355,17.040000915527344,6.208214679492468
Jun,MS,0.0,230.8000030517578,0.21224194018390988,1.4966252707154384,0.12999999523162842,0.11999999731779099,3.509999990463257,2.239887200944059
Jun,MT,0.0,117.19999694824219,0.14440138322973894,1.1244955754195456,0.09000000357627869,0.09000000357627869,5.940000057220459,1.2644902991381348
